,userId,movieId,rating
24511,239,1,3.0
24512,239,2,2.0
24513,239,6,2.0
24514,239,7,2.0
24515,239,10,3.0
24516,239,11,3.0
24517,239,12,1.0
24518,239,16,4.0
24519,239,17,3.0
24520,239,19,1.0
24521,239,21,3.0
24522,239,22,2.0
24523,239,24,3.0
24524,239,26,4.0
24525,239,29,4.0
24526,239,31,1.0
24527,239,32,3.0
24528,239,34,4.0
24529,239,35,3.0
24530,239,36,3.0
24531,239,39,3.0
24532,239,41,3.0
24533,239,43,4.0
24534,239,45,3.0
24535,239,47,4.5
24536,239,50,5.0
24537,239,52,4.0
24538,239,57,3.0
24539,239,62,3.0
24540,239,65,1.0
24541,239,70,2.0
24542,239,74,3.0
24543,239,78,4.0
24544,239,79,2.0
24545,239,81,2.0
24546,239,86,2.0
24547,239,89,3.0
24548,239,95,1.0
24550,239,97,3.0
24551,239,100,3.0
24552,239,104,3.0
24553,239,107,2.0
24554,239,110,5.0
24555,239,111,4.0
24557,239,140,2.0
24558,239,141,3.0
24559,239,144,2.0
24560,239,147,4.0
24562,239,150,3.0
24563,239,151,3.0
24564,239,152,2.0
24565,239,153,1.0
24566,239,156,3.0
24567,239,159,3.0
24568,239,162,3.0
24569,239,165,2.0
24570,239,168,1.0
24571,239,176,4.0
24573,239,180,3.0
24576,239,185,2.0
24577,239,186,3.0
24578,239,188,3.0
24579,239,191,3.0
24580,239,193,3.0
24581,239,194,4.0
24582,239,196,3.0
24583,239,198,3.0
24585,239,205,3.0
24586,239,207,3.0
24587,239,208,1.0
24588,239,211,3.0
24589,239,215,4.0
24590,239,216,3.0
24591,239,222,2.0
24592,239,223,2.0
24593,239,224,4.0
24594,239,225,3.0
24595,239,229,3.0
24596,239,233,3.0
24597,239,235,4.0
24598,239,236,1.0
24599,239,237,2.0
24600,239,240,3.0
24601,239,241,3.0
24602,239,247,4.0
24603,239,249,3.0
24604,239,252,2.0
24605,239,253,2.0
24606,239,256,3.0
24607,239,260,3.0
